obs1,obs2,datatype,histtype,iter,dataset,method,from_step1,do_eff_acc,mig_o1_index,mig_o1_range,dim1_isgen,dim2_isgen,bin_edges_dim1,bin_edges_dim2,bin_values,bin_errors,dim1_underflow,dim1_overflow
nparticle,spherocity,unfold,inclusive,0.0,EPOS,multifold,False,True,,,False,False,"[3.0, 160.0]","[[0, 0.02, 0.04, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.202, 0.215, 0.228, 0.241, 0.254, 0.267, 0.28, 0.294, 0.31, 0.326, 0.344, 0.363, 0.386, 0.41, 0.436, 0.465, 0.5, 0.55, 0.6, 0.67, 0.75, 1.0]]","[[0.0, 29257.431640625, 66923.265625, 102658.671875, 63425.27734375, 70081.3125, 75903.6640625, 79811.7578125, 82543.5078125, 83180.25, 81387.40625, 79032.0234375, 75069.96875, 70182.4921875, 65243.74609375, 59784.28515625, 54482.66015625, 58980.2734375, 56534.51171875, 49163.4921875, 43453.11328125, 37749.4765625, 33620.14453125, 29782.197265625, 28344.146484375, 28662.515625, 25264.34765625, 24649.197265625, 22987.2109375, 24388.837890625, 21782.541015625, 20024.7734375, 19594.4375, 19763.064453125, 22278.9765625, 17274.1328125, 16903.154296875, 10303.7744140625, 3578.93603515625, 0.0]]","[[0.0, 198.66731888266014, 300.4670927627621, 372.1398287371181, 292.5091914430894, 307.47474814862915, 319.99242633201686, 328.12685232407904, 333.6950831113031, 334.97966097989644, 331.34997370214217, 326.5200810543498, 318.2302490340393, 307.69661811001856, 296.6728370587093, 283.98922024832495, 271.10496775196873, 282.07313271833544, 276.16278014719524, 257.5311086726132, 242.11337539607305, 225.66479645785753, 212.96494592003788, 200.44106764146048, 195.5419941732379, 196.63711214829212, 184.61304213422446, 182.35166025729637, 176.09680389474644, 181.3860489589154, 171.42043827677412, 164.35849329315346, 162.58285628103383, 163.2809395958352, 173.36282188227955, 152.65339587516058, 151.00530818106907, 117.89801836741482, 69.48407869749813, 0.0]]",0.0,4.047044066175014
nparticle,spherocity,unfold,pass_gen_reco,0.0,EPOS,multifold,False,True,,,True,True,"[3.0, 140.0]","[[0.0, 0.06, 0.12, 0.18, 0.24, 0.3, 0.36, 0.42, 0.48, 0.56, 0.64, 0.72, 1.0]]","[[0.0, 95666.7265625, 217942.78125, 313345.09375, 325760.0625, 251716.6875, 169506.40625, 111258.640625, 74426.484375, 64407.359375, 39897.109375, 22535.291015625, 10844.728515625, 0.0]]","[[0.0, 359.2433968010408, 542.2250388213897, 650.159305175624, 662.9141086354875, 582.7259413716257, 478.1909816072399, 387.4139080508919, 316.8634207660579, 294.7651116696447, 231.99522978707213, 174.35721301615885, 120.95329192606543, 0.0]]",0.0,6.7450734436250235
nparticle,spherocity,unfold,inclusive,0.0,EPOS,multifold,False,True,,,True,True,"[3.0, 140.0]","[[0.0, 0.06, 0.12, 0.18, 0.24, 0.3, 0.36, 0.42, 0.48, 0.56, 0.64, 0.72, 1.0]]","[[0.0, 110199.65625, 233745.140625, 328166.71875, 338771.3125, 261300.09375, 176490.234375, 116069.2265625, 78033.75, 67885.1171875, 42064.9765625, 23672.509765625, 11126.6728515625, 0.0]]","[[0.0, 385.5657677444981, 561.5386058583276, 665.3583328647874, 676.0232823713624, 593.715142627994, 487.9425476775466, 395.7007554191126, 324.4513542354944, 302.61860518279195, 238.21475717722126, 178.7024436939402, 122.51549093688003, 0.0]]",0.0,6.7450734436250235
nparticle,spherocity,unfold,pass_gen_reco,0.0,EPOS,multifold,False,True,,,False,False,"[3.0, 160.0]","[[0, 0.02, 0.04, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.202, 0.215, 0.228, 0.241, 0.254, 0.267, 0.28, 0.294, 0.31, 0.326, 0.344, 0.363, 0.386, 0.41, 0.436, 0.465, 0.5, 0.55, 0.6, 0.67, 0.75, 1.0]]","[[0.0, 21056.76953125, 58651.11328125, 96192.84375, 60917.453125, 67837.90625, 73859.90625, 78043.1953125, 81001.5859375, 81829.8828125, 80127.421875, 77906.9453125, 73952.984375, 69151.84375, 64242.78125, 58929.0078125, 53706.97265625, 58092.62109375, 55637.4140625, 48314.9609375, 42654.49609375, 36998.078125, 32864.6953125, 29076.662109375, 27688.525390625, 27947.537109375, 24579.048828125, 23965.24609375, 22322.14453125, 23649.578125, 21039.234375, 19309.796875, 18930.72265625, 19006.267578125, 21403.466796875, 16598.27734375, 16285.3056640625, 10004.29296875, 3533.069580078125, 0.0]]","[[0.0, 168.5404770369669, 281.28492865370356, 360.2298654900846, 286.66800195833525, 302.51334810337653, 315.65502428252523, 324.4709850659363, 330.5636559758454, 332.24947373800325, 328.7751114722959, 324.1876250660859, 315.8538639280813, 305.4289615519789, 294.3882648828071, 281.9505244853796, 269.1681540920442, 279.94248885572057, 273.96293019205143, 255.29902502286672, 239.87817927540942, 223.40758520971437, 210.55867932171068, 198.05263176123546, 193.2672474551087, 194.16909728355392, 182.0919995107195, 179.80397325693824, 173.53069731652567, 178.61586181375142, 168.4702777099071, 161.39764181513243, 159.8055805231612, 160.12412261007623, 169.92231001802, 149.6372918639942, 148.21982353969508, 116.17201950132144, 69.03740008869582, 0.0]]",0.0,4.047044066175014
nparticle,spherocity,unfold,efficiency,0.0,EPOS,multifold,False,True,,,True,True,"[3.0, 140.0]","[[0.0, 0.06, 0.12, 0.18, 0.24, 0.3, 0.36, 0.42, 0.48, 0.56, 0.64, 0.72, 1.0]]","[[0.0, 0.8681218028068542, 0.9323949217796326, 0.9548351168632507, 0.9615927934646606, 0.9633241295814514, 0.960429310798645, 0.958554208278656, 0.953773021697998, 0.9487699866294861, 0.9484638571739197, 0.9519603252410889, 0.9746605157852173, 0.0]]","[[0.0, 0.004455650692563204, 0.0032246674244206823, 0.0027700035581514804, 0.002740659352706837, 0.0031247896606086205, 0.0037936414493622925, 0.004671172796832725, 0.005675794477081884, 0.006061523703563405, 0.007698473074060594, 0.010290372988657438, 0.015275611332338778, 0.0]]",0.0,1.0
nparticle,spherocity,unfold,acceptance,0.0,EPOS,multifold,False,True,,,False,False,"[3.0, 160.0]","[[0, 0.02, 0.04, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.202, 0.215, 0.228, 0.241, 0.254, 0.267, 0.28, 0.294, 0.31, 0.326, 0.344, 0.363, 0.386, 0.41, 0.436, 0.465, 0.5, 0.55, 0.6, 0.67, 0.75, 1.0]]","[[0.0, 0.7197067141532898, 0.8763934373855591, 0.9370162487030029, 0.9604601860046387, 0.9679884910583496, 0.9730743169784546, 0.9778408408164978, 0.9813198447227478, 0.9837658405303955, 0.9845186471939087, 0.9857643246650696, 0.9851207137107849, 0.9853147268295288, 0.9846580624580383, 0.9856939315795898, 0.9857627153396606, 0.984950065612793, 0.9841318726539612, 0.9827406406402588, 0.9816212058067322, 0.9800950884819031, 0.9775299429893494, 0.9763101935386658, 0.9768692255020142, 0.9750553369522095, 0.9728748202323914, 0.972252607345581, 0.9710680246353149, 0.9696885943412781, 0.965876042842865, 0.9642953872680664, 0.966127336025238, 0.9617065191268921, 0.9607024192810059, 0.9608746767044067, 0.9634477496147156, 0.9709348082542419, 0.9871843457221985, 0.0]]","[[0.0, 0.007554317325558466, 0.0057574644713007895, 0.0048837193882464375, 0.006328428191391526, 0.006055550144086459, 0.00584146390911566, 0.005717480118114819, 0.005637018538610887, 0.005625864913097803, 0.005690747316356188, 0.0057803906539473145, 0.005928070962390731, 0.006131914874276344, 0.006356593559506339, 0.006645719491301832, 0.006961920449206308, 0.006687084951384937, 0.006825955300054531, 0.007312053950189173, 0.007771058456986197, 0.008327794562129122, 0.008807144698405303, 0.009348704496844093, 0.009587024843855233, 0.009520405613940946, 0.010123543303663671, 0.010244193706863074, 0.010598413324560938, 0.010278452069180244, 0.010844083055121462, 0.01129621559548769, 0.011435757494388195, 0.011348004238089916, 0.010679747754844727, 0.012130215432718583, 0.012287066915641963, 0.015828557357576684, 0.02719252782606478, 0.0]]",0.0,1.0
